archivo,beam,shot_number,lat,lon,este_utm19s,norte_utm19s,elev_lowestmode,l2a_quality_flag_rel3,degrade_flag,sensitivity,rh25,rh50,rh75,rh95,rh98
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193437,-42.725361,-71.033434,333519.1,5267677.9,1033.9371,1,0,0.9377751,-1.3,-0.14,0.93,2.46,3.06
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193438,-42.725647,-71.032861,333566.8,5267647.2,1031.2389,1,0,0.9248706,-1.3,-0.11,1.04,2.65,3.25
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193439,-42.725933,-71.032288,333614.4,5267616.6,1028.4894,1,0,0.9300657,-1.3,-0.14,0.89,2.35,2.91
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193440,-42.726218,-71.031716,333662.0,5267586.0,1023.85565,1,0,0.9325715,-1.19,-0.14,0.82,2.13,2.65
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193441,-42.726504,-71.031143,333709.7,5267555.4,1020.7795,1,0,0.944509,-1.19,-0.18,0.74,2.05,2.58
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193442,-42.726791,-71.030569,333757.4,5267524.7,1020.3368,1,0,0.92622817,-1.19,0.11,1.45,3.7,4.64
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193443,-42.727079,-71.029992,333805.4,5267493.9,1025.9698,1,0,0.91477025,-1.27,-0.18,0.78,2.09,2.58
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193444,-42.727365,-71.029419,333853.2,5267463.2,1024.8219,1,0,0.94155353,-1.19,-0.18,0.78,2.09,2.58
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193445,-42.727652,-71.028845,333900.9,5267432.5,1023.4094,1,0,0.93759465,-1.23,-0.11,1.01,2.54,3.14
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193446,-42.727938,-71.028272,333948.6,5267401.8,1022.72955,1,0,0.9333752,-1.42,-0.14,1.08,2.84,3.51
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193447,-42.728225,-71.027698,333996.4,5267371.1,1022.6383,1,0,0.93938005,-1.64,-0.14,1.27,3.44,4.3
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193448,-42.728512,-71.027123,334044.2,5267340.3,1024.0239,1,0,0.9441101,-1.49,0.03,1.6,4.15,5.12
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193449,-42.728799,-71.026548,334092.0,5267309.6,1025.7443,1,0,0.9366047,-1.72,-0.14,1.42,3.7,4.67
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0101,332030500400193450,-42.729088,-71.025970,334140.1,5267278.7,1033.042,1,0,0.927521,-1.9,-0.03,1.87,5.12,6.32
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033890,-42.708536,-71.080778,329596.7,5269451.7,995.4516,1,0,0.93873227,-1.12,-0.03,1.04,2.76,3.51
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033891,-42.708825,-71.080201,329644.7,5269420.9,1002.5555,1,0,0.93759847,-1.9,-0.37,1.01,2.69,3.25
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033892,-42.709112,-71.079629,329692.4,5269390.2,1002.3797,1,0,0.94396216,-1.12,0.0,1.16,3.03,4.0
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033893,-42.709399,-71.079054,329740.3,5269359.4,1006.9318,1,0,0.9265274,-1.19,-0.03,1.16,2.73,3.29
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033894,-42.709686,-71.078482,329787.9,5269328.7,1006.42084,1,0,0.94366217,-1.53,-0.07,1.3,3.36,4.11
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033895,-42.709973,-71.077909,329835.6,5269297.9,1007.48303,1,0,0.94418454,-1.75,-0.29,1.04,2.73,3.33
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033896,-42.710259,-71.077338,329883.1,5269267.3,1003.10596,1,0,0.9298261,-1.27,-0.22,0.78,2.09,2.58
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033897,-42.710546,-71.076766,329930.8,5269236.7,1003.2407,1,0,0.94628936,-1.23,0.0,1.23,2.95,3.66
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033898,-42.710833,-71.076193,329978.5,5269205.9,1003.9231,1,0,0.94967836,-1.3,-0.18,0.82,2.24,2.8
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033899,-42.711120,-71.075620,330026.2,5269175.2,1006.24426,1,0,0.9288368,-1.16,-0.14,0.78,2.05,2.54
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033900,-42.711407,-71.075047,330073.9,5269144.5,1007.6046,1,0,0.9321443,-1.34,-0.11,1.08,2.8,3.51
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033901,-42.711694,-71.074474,330121.6,5269113.8,1009.05066,1,0,0.95259386,-1.23,-0.14,0.86,2.32,2.95
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033902,-42.711981,-71.073899,330169.5,5269083.0,1012.97565,1,0,0.93351036,-1.27,-0.18,0.78,2.09,2.58
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033903,-42.712267,-71.073331,330216.8,5269052.5,1005.6816,1,0,0.94651514,-1.42,-0.22,0.89,2.46,3.1
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033904,-42.712552,-71.072762,330264.2,5269022.0,998.4233,1,0,0.93629634,-1.3,-0.18,0.86,2.32,2.88
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033905,-42.712837,-71.072191,330311.7,5268991.4,994.69354,1,0,0.94443524,-1.38,-0.22,0.86,2.24,2.76
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033906,-42.713123,-71.071620,330359.2,5268960.8,991.3748,1,0,0.937962,-1.27,-0.22,0.74,2.02,2.5
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033907,-42.713409,-71.071050,330406.7,5268930.2,987.334,1,0,0.9291554,-1.19,-0.18,0.71,1.94,2.39
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033908,-42.713695,-71.070479,330454.3,5268899.6,984.5305,1,0,0.93992066,-1.16,-0.11,0.89,2.32,2.88
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033909,-42.713981,-71.069908,330501.8,5268869.0,981.27313,1,0,0.9389645,-1.27,-0.22,0.78,2.09,2.61
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033910,-42.714267,-71.069336,330549.4,5268838.4,978.9272,1,0,0.9364882,-1.23,-0.14,0.86,2.24,2.76
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033911,-42.714554,-71.068764,330597.0,5268807.7,978.53766,1,0,0.9425542,-1.34,-0.22,0.78,2.05,2.54
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033912,-42.714840,-71.068192,330644.6,5268777.1,976.0805,1,0,0.9391851,-1.38,-0.22,0.78,2.09,2.58
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033913,-42.715126,-71.067621,330692.2,5268746.5,972.62854,1,0,0.9371227,-1.38,-0.22,0.82,2.2,2.73
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033914,-42.715412,-71.067050,330739.7,5268715.9,968.4698,1,0,0.93879044,-1.42,-0.22,0.89,2.35,2.88
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033915,-42.715697,-71.066479,330787.3,5268685.3,964.4539,1,0,0.9456254,-1.12,0.0,1.12,2.73,3.33
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033916,-42.715983,-71.065908,330834.8,5268654.7,959.6121,1,0,0.95428693,-1.27,-0.07,1.08,2.99,3.89
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033917,-42.716269,-71.065337,330882.3,5268624.1,954.1987,1,0,0.9508073,-1.23,-0.03,1.12,2.91,3.63
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033918,-42.716554,-71.064767,330929.7,5268593.6,947.8303,1,0,0.94434774,-1.19,-0.14,0.82,2.24,2.88
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033919,-42.716842,-71.064190,330977.7,5268562.7,954.4109,1,0,0.923855,-1.45,-0.22,0.97,2.58,3.18
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033920,-42.717130,-71.063615,331025.7,5268531.9,958.9349,1,0,0.94549626,-1.19,-0.11,0.97,2.46,3.1
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033921,-42.717418,-71.063038,331073.7,5268501.1,965.48425,1,0,0.9464078,-1.3,-0.11,1.08,2.88,3.63
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033922,-42.717707,-71.062459,331121.9,5268470.2,976.4441,1,0,0.94655246,-1.3,-0.22,0.78,2.17,2.69
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033923,-42.717994,-71.061885,331169.6,5268439.5,976.27435,1,0,0.94395757,-1.16,-0.11,0.89,2.28,2.8
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033924,-42.718282,-71.061308,331217.7,5268408.6,983.8507,1,0,0.9399034,-1.23,-0.11,0.97,2.46,3.03
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033925,-42.718569,-71.060734,331265.5,5268377.9,984.0468,1,0,0.94170034,-1.27,-0.14,0.89,2.35,2.88
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033926,-42.718856,-71.060159,331313.3,5268347.1,986.6581,1,0,0.93015045,-1.16,-0.07,1.01,2.69,3.4
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033927,-42.719144,-71.059582,331361.3,5268316.3,992.0995,1,0,0.93547916,-1.23,-0.14,0.82,2.17,2.69
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033928,-42.719431,-71.059007,331409.2,5268285.5,994.57227,1,0,0.9388463,-1.3,-0.22,0.78,2.17,2.69
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033930,-42.720007,-71.057856,331505.0,5268224.0,1001.696,1,0,0.94531924,-1.19,-0.07,1.01,2.61,3.33
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033931,-42.720294,-71.057281,331552.9,5268193.3,1003.01074,1,0,0.93759996,-1.23,-0.22,0.74,2.02,2.5
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033932,-42.720580,-71.056707,331600.6,5268162.6,1002.6722,1,0,0.9401862,-1.23,-0.14,0.89,2.35,2.88
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033933,-42.720868,-71.056131,331648.6,5268131.8,1005.8644,1,0,0.94322926,-1.23,-0.14,0.86,2.2,2.69
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033934,-42.721155,-71.055557,331696.4,5268101.1,1006.6938,1,0,0.9347464,-1.23,-0.14,0.86,2.24,2.8
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033935,-42.721442,-71.054982,331744.2,5268070.3,1008.32306,1,0,0.9328681,-1.19,-0.14,0.86,2.2,2.69
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033936,-42.721729,-71.054406,331792.1,5268039.6,1010.9387,1,0,0.9356563,-1.19,-0.14,0.82,2.17,2.69
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033937,-42.722017,-71.053831,331840.0,5268008.8,1013.93024,1,0,0.94510347,-1.12,-0.07,0.93,2.39,2.99
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM0110,332030600401033938,-42.722305,-71.053254,331888.1,5267978.0,1019.7989,1,0,0.93020993,-1.27,0.03,1.42,3.4,4.11
