archivo,beam,shot_number,lat,lon,este_utm19s,norte_utm19s,elev_lowestmode,l2a_quality_flag_rel3,degrade_flag,sensitivity,rh25,rh50,rh75,rh95,rh98,pendiente_grados,motivo,detalle
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192369,-42.556395,-71.415344,301713.8,5285617.4,973.5877,1,0,0.957664,-2.17,-0.44,1.15,3.18,3.92,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192370,-42.556684,-71.414772,301761.7,5285586.6,976.45337,1,0,0.95420444,-1.15,0.29,1.9,4.37,5.23,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192371,-42.556974,-71.414196,301809.9,5285555.7,986.7413,1,0,0.9571815,-1.83,0.37,2.73,6.54,8.0,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192372,-42.557264,-71.413621,301858.1,5285524.9,995.6801,1,0,0.95971465,-2.5,-0.67,0.93,2.91,3.66,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192373,-42.557553,-71.413048,301906.0,5285494.1,999.34155,1,0,0.9678785,-1.87,-0.18,1.38,3.32,4.0,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192374,-42.557842,-71.412477,301953.8,5285463.4,1000.76184,1,0,0.95617,-1.57,-0.14,1.27,3.21,3.92,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192375,-42.558131,-71.411904,302001.7,5285432.7,1004.9812,1,0,0.95816684,-1.04,0.48,2.24,4.71,5.53,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192376,-42.558420,-71.411332,302049.7,5285401.9,1009.4329,1,0,0.9665464,-2.02,-0.14,1.64,4.07,4.97,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192377,-42.558709,-71.410757,302097.7,5285371.1,1015.9737,1,0,0.95501584,-1.64,0.29,2.39,5.53,6.99,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192378,-42.558999,-71.410182,302145.9,5285340.3,1024.5067,1,0,0.95576614,-1.94,-0.41,0.86,2.58,3.21,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024296191058_O33203_04_T06235_02_004_02_V003.h5,BEAM1011,332031100400192379,-42.559286,-71.409616,302193.3,5285309.8,1017.41626,1,0,0.9602973,-1.12,0.0,1.19,3.06,3.96,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400262725,-42.635609,-71.597691,287013.4,5276377.5,1393.0546,1,0,0.9116058,-0.67,0.67,2.76,6.13,6.88,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400262749,-42.642522,-71.583947,288163.9,5275644.3,1381.3757,1,0,0.9574137,1.19,7.48,13.58,19.16,20.54,28.82,pendiente fuerte: la altura del dosel se sobrestima,pendiente=28.8 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400262750,-42.642816,-71.583355,288213.4,5275613.1,1416.571,1,0,0.9565536,4.97,8.15,11.41,15.79,16.76,24.58,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.6 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400262764,-42.646800,-71.575472,288873.2,5275190.4,1145.2037,1,0,0.95654887,3.25,7.07,11.03,14.25,14.85,33.16,pendiente fuerte: la altura del dosel se sobrestima,pendiente=33.2 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400262773,-42.649635,-71.569865,289342.5,5274889.5,902.9298,1,0,0.97044295,1.98,4.67,7.85,12.12,12.94,30.36,pendiente fuerte: la altura del dosel se sobrestima,pendiente=30.4 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400262809,-42.660328,-71.548500,291129.6,5273755.2,1179.7446,1,0,0.9629354,1.3,4.22,8.45,14.18,15.26,23.48,pendiente fuerte: la altura del dosel se sobrestima,pendiente=23.5 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400262812,-42.661184,-71.546806,291271.4,5273664.2,1129.1276,1,0,0.9525574,6.84,18.82,23.68,27.28,28.06,26.20,pendiente fuerte: la altura del dosel se sobrestima,pendiente=26.2 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400262814,-42.661763,-71.545653,291367.8,5273602.8,1140.0028,1,0,0.9550712,-1.68,0.48,2.99,5.27,5.91,24.57,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.6 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400262815,-42.662046,-71.545097,291414.3,5273572.8,1106.6195,1,0,0.95701003,2.65,15.23,21.74,25.29,26.04,27.13,pendiente fuerte: la altura del dosel se sobrestima,pendiente=27.1 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400262856,-42.673883,-71.521563,293382.4,5272316.0,1168.9912,1,0,0.95847553,0.59,3.77,6.96,10.32,11.15,21.21,pendiente fuerte: la altura del dosel se sobrestima,pendiente=21.2 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400262865,-42.676496,-71.516356,293817.8,5272038.6,1250.9545,1,0,0.9522773,2.43,6.66,9.28,13.02,14.03,28.68,pendiente fuerte: la altura del dosel se sobrestima,pendiente=28.7 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400262880,-42.680847,-71.507702,294541.2,5271576.5,1345.0658,1,0,0.9689233,8.23,15.45,18.59,22.0,22.93,21.36,pendiente fuerte: la altura del dosel se sobrestima,pendiente=21.4 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400262881,-42.681132,-71.507143,294587.9,5271546.3,1318.47,1,0,0.9514397,1.42,13.73,20.35,24.88,25.7,20.95,pendiente fuerte: la altura del dosel se sobrestima,pendiente=20.9 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400262903,-42.687464,-71.494591,295637.2,5270873.5,1222.8833,1,0,0.95315844,2.02,4.86,7.74,10.29,11.03,31.29,pendiente fuerte: la altura del dosel se sobrestima,pendiente=31.3 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400262904,-42.687747,-71.494033,295683.8,5270843.5,1193.9402,1,0,0.951866,2.65,6.51,10.14,13.02,13.95,29.92,pendiente fuerte: la altura del dosel se sobrestima,pendiente=29.9 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0000,334320000400262905,-42.688029,-71.493477,295730.3,5270813.4,1161.2167,1,0,0.9560262,0.18,2.8,9.87,16.09,17.06,24.33,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.3 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258121,-42.642556,-71.597307,287068.7,5275607.0,1309.6472,1,0,0.96637607,3.85,6.92,9.35,11.6,12.19,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258122,-42.642841,-71.596743,287115.9,5275576.6,1293.161,1,0,0.952962,2.99,7.93,11.71,14.81,15.64,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258124,-42.643409,-71.595627,287209.3,5275516.4,1235.8888,1,0,0.95312643,5.16,11.93,15.64,19.64,20.47,27.62,pendiente fuerte: la altura del dosel se sobrestima,pendiente=27.6 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258154,-42.652035,-71.578487,288643.8,5274601.5,1135.1869,1,0,0.9560741,4.15,7.18,9.61,13.54,14.52,33.27,pendiente fuerte: la altura del dosel se sobrestima,pendiente=33.3 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258156,-42.652602,-71.577370,288737.2,5274541.4,1077.7748,1,0,0.96688616,10.25,19.31,24.96,30.42,31.28,24.68,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.7 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258159,-42.653460,-71.575665,288879.9,5274450.3,1049.1014,1,0,0.9594053,-2.84,2.73,7.63,12.61,13.47,26.12,pendiente fuerte: la altura del dosel se sobrestima,pendiente=26.1 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258160,-42.653741,-71.575115,288926.0,5274420.4,1004.967,1,0,0.9541208,4.34,16.24,20.8,23.83,24.66,24.70,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.7 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258161,-42.654315,-71.573975,289021.3,5274359.6,990.6627,1,0,0.9505157,3.77,6.88,9.76,12.53,13.13,23.69,pendiente fuerte: la altura del dosel se sobrestima,pendiente=23.7 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258163,-42.654883,-71.572851,289115.4,5274299.3,946.2295,1,0,0.980113,1.19,4.3,6.66,10.14,10.89,21.76,pendiente fuerte: la altura del dosel se sobrestima,pendiente=21.8 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258166,-42.655732,-71.571180,289255.2,5274209.2,853.4417,1,0,0.9523324,-0.44,0.67,2.76,7.52,8.23,24.26,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.3 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258185,-42.661219,-71.560198,290173.9,5273627.2,1015.35986,1,0,0.95858264,0.89,3.89,6.54,9.5,10.25,23.66,pendiente fuerte: la altura del dosel se sobrestima,pendiente=23.7 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258186,-42.661511,-71.559610,290223.0,5273596.3,1042.1965,1,0,0.95471305,1.3,3.66,6.24,9.35,10.1,26.78,pendiente fuerte: la altura del dosel se sobrestima,pendiente=26.8 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258200,-42.665835,-71.550987,290944.3,5273137.4,1082.3156,1,0,0.9581082,1.53,4.0,6.84,11.03,11.86,25.48,pendiente fuerte: la altura del dosel se sobrestima,pendiente=25.5 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258201,-42.666120,-71.550426,290991.2,5273107.2,1058.0504,1,0,0.9567317,3.4,6.09,8.86,11.82,12.57,26.34,pendiente fuerte: la altura del dosel se sobrestima,pendiente=26.3 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258235,-42.675942,-71.530875,292626.2,5272064.6,1162.6412,1,0,0.95842785,6.54,13.09,18.74,23.01,23.98,21.38,pendiente fuerte: la altura del dosel se sobrestima,pendiente=21.4 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258239,-42.677111,-71.528529,292822.3,5271940.6,1262.668,1,0,0.95869666,-0.03,1.94,4.04,6.69,7.33,26.14,pendiente fuerte: la altura del dosel se sobrestima,pendiente=26.1 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258241,-42.677695,-71.527356,292920.4,5271878.5,1313.9153,1,0,0.9617264,3.66,6.28,8.45,11.6,12.46,28.23,pendiente fuerte: la altura del dosel se sobrestima,pendiente=28.2 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258244,-42.678570,-71.525603,293066.9,5271785.7,1375.5155,1,0,0.9545757,1.45,4.07,6.13,8.27,8.75,36.99,pendiente fuerte: la altura del dosel se sobrestima,pendiente=37.0 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258279,-42.688671,-71.505564,294742.2,5270712.9,1307.7219,1,0,0.9562313,6.43,10.1,13.13,16.42,17.32,24.08,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.1 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258280,-42.688957,-71.504999,294789.4,5270682.5,1293.007,1,0,0.9525916,10.02,14.52,18.29,22.37,23.31,24.82,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.8 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258281,-42.689247,-71.504422,294837.7,5270651.6,1300.4098,1,0,0.95374566,-1.53,1.12,4.15,8.08,8.86,21.62,pendiente fuerte: la altura del dosel se sobrestima,pendiente=21.6 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258291,-42.692122,-71.498734,295313.0,5270346.2,1223.5236,1,0,0.9529022,6.02,13.5,18.26,21.44,22.11,24.64,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.6 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258292,-42.692407,-71.498175,295359.8,5270316.0,1198.4131,1,0,0.9716123,6.24,13.09,18.78,25.03,25.97,28.38,pendiente fuerte: la altura del dosel se sobrestima,pendiente=28.4 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258296,-42.693554,-71.495900,295549.9,5270194.0,1165.8422,1,0,0.9507007,3.96,7.97,11.6,15.56,16.69,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258299,-42.694416,-71.494186,295693.1,5270102.4,1156.796,1,0,0.9653232,7.11,10.44,14.93,18.44,19.08,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0001,334320100400258301,-42.694991,-71.493044,295788.6,5270041.4,1148.7611,1,0,0.9532628,1.27,7.44,11.97,16.35,17.36,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0010,334320200400263183,-42.650424,-71.591473,287573.7,5274747.9,1233.0557,1,0,0.9615901,2.47,6.99,10.18,14.03,14.63,32.44,pendiente fuerte: la altura del dosel se sobrestima,pendiente=32.4 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0010,334320200400263184,-42.650715,-71.590888,287622.7,5274717.0,1257.2644,1,0,0.977609,5.61,8.57,11.75,15.53,16.65,30.78,pendiente fuerte: la altura del dosel se sobrestima,pendiente=30.8 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0010,334320200400263185,-42.651007,-71.590300,287671.9,5274686.1,1289.0006,1,0,0.9117346,-1.79,0.22,2.24,4.94,5.83,22.03,pendiente fuerte: la altura del dosel se sobrestima,pendiente=22.0 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0010,334320200400263198,-42.654736,-71.582925,288289.1,5274290.4,1131.4862,1,0,0.95437795,9.43,16.28,21.82,27.32,28.29,33.83,pendiente fuerte: la altura del dosel se sobrestima,pendiente=33.8 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0010,334320200400263200,-42.655308,-71.581801,288383.2,5274229.8,1087.3513,1,0,0.966271,7.26,11.04,14.29,18.56,20.06,22.86,pendiente fuerte: la altura del dosel se sobrestima,pendiente=22.9 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0010,334320200400263206,-42.657028,-71.578397,288668.1,5274047.2,1015.38885,1,0,0.9579039,1.53,6.88,12.27,16.58,17.4,20.11,pendiente fuerte: la altura del dosel se sobrestima,pendiente=20.1 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0010,334320200400263211,-42.658456,-71.575582,288903.6,5273895.7,911.7523,1,0,0.9758335,15.57,20.28,22.34,25.11,26.16,24.82,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.8 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0010,334320200400263223,-42.661906,-71.568729,289476.9,5273529.7,859.4088,1,0,0.95031923,0.82,3.89,6.32,9.46,10.44,22.83,pendiente fuerte: la altura del dosel se sobrestima,pendiente=22.8 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0010,334320200400263225,-42.662486,-71.567565,289574.3,5273468.2,895.565,1,0,0.95923185,4.56,8.08,11.71,17.1,18.11,26.97,pendiente fuerte: la altura del dosel se sobrestima,pendiente=27.0 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0010,334320200400263226,-42.662776,-71.566982,289623.1,5273437.4,915.4346,1,0,0.9520077,1.6,4.15,6.66,10.25,11.11,20.35,pendiente fuerte: la altura del dosel se sobrestima,pendiente=20.3 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0010,334320200400263283,-42.679209,-71.534124,292370.9,5271693.8,1234.396,1,0,0.9526692,3.29,8.27,13.73,19.65,20.51,20.84,pendiente fuerte: la altura del dosel se sobrestima,pendiente=20.8 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0010,334320200400263286,-42.680080,-71.532379,292516.8,5271601.4,1281.5498,1,0,0.9682945,3.25,17.03,21.41,25.26,26.31,23.70,pendiente fuerte: la altura del dosel se sobrestima,pendiente=23.7 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0010,334320200400263287,-42.680370,-71.531794,292565.6,5271570.6,1301.9313,1,0,0.95999753,12.98,20.84,26.12,32.71,33.98,25.93,pendiente fuerte: la altura del dosel se sobrestima,pendiente=25.9 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0010,334320200400263292,-42.681835,-71.528829,292813.4,5271415.2,1495.0127,1,0,0.97575355,1.45,4.26,6.51,8.79,9.5,22.78,pendiente fuerte: la altura del dosel se sobrestima,pendiente=22.8 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258245,-42.655930,-71.593969,287387.9,5274130.1,1116.2485,1,0,0.9621258,2.99,7.26,10.78,14.63,15.49,21.20,pendiente fuerte: la altura del dosel se sobrestima,pendiente=21.2 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258247,-42.656506,-71.592826,287483.6,5274069.0,1110.1012,1,0,0.9571287,-2.09,0.11,2.32,6.06,6.99,20.73,pendiente fuerte: la altura del dosel se sobrestima,pendiente=20.7 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258254,-42.658524,-71.588816,287819.1,5273855.0,1104.1539,1,0,0.96454585,-0.52,1.72,3.85,6.99,7.71,31.56,pendiente fuerte: la altura del dosel se sobrestima,pendiente=31.6 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258255,-42.658808,-71.588266,287865.2,5273824.9,1057.8002,1,0,0.9660502,7.18,12.68,17.59,23.61,24.4,32.93,pendiente fuerte: la altura del dosel se sobrestima,pendiente=32.9 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258256,-42.659095,-71.587698,287912.7,5273794.4,1046.4962,1,0,0.96881247,6.92,11.37,15.0,19.12,20.13,21.16,pendiente fuerte: la altura del dosel se sobrestima,pendiente=21.2 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258261,-42.660536,-71.584837,288152.1,5273641.6,1036.1382,1,0,0.96401715,11.19,15.94,18.97,21.93,22.83,23.17,pendiente fuerte: la altura del dosel se sobrestima,pendiente=23.2 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258263,-42.661108,-71.583708,288246.6,5273580.8,1000.1559,1,0,0.9531959,1.23,4.19,7.48,11.94,12.68,21.72,pendiente fuerte: la altura del dosel se sobrestima,pendiente=21.7 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258264,-42.661399,-71.583125,288295.4,5273550.1,1019.8211,1,0,0.9556366,0.26,9.39,15.53,18.75,19.65,32.03,pendiente fuerte: la altura del dosel se sobrestima,pendiente=32.0 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258269,-42.662837,-71.580271,288534.1,5273397.5,993.2975,1,0,0.97545624,4.45,9.32,13.99,16.69,17.48,20.64,pendiente fuerte: la altura del dosel se sobrestima,pendiente=20.6 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258270,-42.663123,-71.579708,288581.2,5273367.1,972.0572,1,0,0.9609406,3.66,11.79,17.51,22.0,23.13,44.17,pendiente fuerte: la altura del dosel se sobrestima,pendiente=44.2 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258272,-42.663690,-71.578610,288673.2,5273307.0,874.4733,1,0,0.96168154,4.94,8.53,12.09,16.91,17.92,33.89,pendiente fuerte: la altura del dosel se sobrestima,pendiente=33.9 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258284,-42.667147,-71.571727,289249.0,5272940.2,884.21204,1,0,0.95767,3.85,7.14,11.79,17.1,17.96,20.25,pendiente fuerte: la altura del dosel se sobrestima,pendiente=20.3 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258286,-42.667728,-71.570556,289346.9,5272878.6,932.83655,1,0,0.9608143,1.53,4.9,7.82,12.46,13.58,34.25,pendiente fuerte: la altura del dosel se sobrestima,pendiente=34.2 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258288,-42.668312,-71.569371,289446.0,5272816.7,1010.323,1,0,0.9567862,-0.07,3.06,5.72,8.19,8.98,21.70,pendiente fuerte: la altura del dosel se sobrestima,pendiente=21.7 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258312,-42.675228,-71.555548,290602.1,5272083.0,1117.7799,1,0,0.97868466,4.26,7.44,11.07,15.68,16.58,24.12,pendiente fuerte: la altura del dosel se sobrestima,pendiente=24.1 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258313,-42.675519,-71.554959,290651.3,5272052.2,1148.0806,1,0,0.95307064,1.31,3.44,5.8,9.13,9.99,21.85,pendiente fuerte: la altura del dosel se sobrestima,pendiente=21.9 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258327,-42.679546,-71.546912,291324.2,5271624.8,1178.5746,1,0,0.9578376,3.33,9.61,13.77,17.92,18.86,22.01,pendiente fuerte: la altura del dosel se sobrestima,pendiente=22.0 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258336,-42.682146,-71.541690,291760.8,5271349.0,1300.165,1,0,0.90312743,-1.72,0.59,3.18,6.99,8.04,20.60,pendiente fuerte: la altura del dosel se sobrestima,pendiente=20.6 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258337,-42.682436,-71.541107,291809.5,5271318.3,1318.4711,1,0,0.9116994,-3.7,-0.86,1.53,4.3,5.09,21.00,pendiente fuerte: la altura del dosel se sobrestima,pendiente=21.0 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258355,-42.687644,-71.530660,292682.8,5270765.6,1555.5956,1,0,0.91987985,-1.34,-0.11,1.04,2.58,3.14,23.22,pendiente fuerte: la altura del dosel se sobrestima,pendiente=23.2 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258360,-42.689082,-71.527811,292921.0,5270612.9,1512.43,1,0,0.9062306,-2.13,0.26,2.65,6.88,8.27,30.69,pendiente fuerte: la altura del dosel se sobrestima,pendiente=30.7 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258372,-42.692547,-71.520907,293498.0,5270245.1,1550.9017,1,0,0.91819507,-1.45,0.03,1.57,3.7,4.56,20.74,pendiente fuerte: la altura del dosel se sobrestima,pendiente=20.7 > 20 grados
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258374,-42.693121,-71.519771,293593.0,5270184.1,1529.7737,1,0,0.91524315,-1.38,0.03,1.49,3.44,4.11,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258375,-42.693407,-71.519206,293640.2,5270153.6,1511.6957,1,0,0.9130381,-2.13,-0.29,1.38,3.51,4.15,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258377,-42.693980,-71.518078,293734.5,5270092.8,1473.773,1,0,0.91189003,3.66,10.14,12.61,15.15,15.87,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258174,-42.663463,-71.597781,287101.1,5273283.9,1286.1709,1,0,0.97950464,8.45,17.32,21.44,26.15,27.84,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258175,-42.663751,-71.597211,287148.9,5273253.5,1281.363,1,0,0.97610277,11.71,15.0,18.03,21.74,22.86,,fuera del DEM,sin pendiente disponible
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258176,-42.664037,-71.596647,287196.0,5273223.1,1264.0889,1,0,0.97378856,2.95,12.12,15.64,20.31,21.59,,fuera del DEM,sin pendiente disponible
