archivo,beam,shot_number,lat,lon,este_utm19s,norte_utm19s,elev_lowestmode,l2a_quality_flag_rel3,degrade_flag,sensitivity,rh25,rh50,rh75,rh95,rh98,pendiente_grados
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192364,-42.574314,-71.491629,295509.5,5283446.0,871.57947,1,0,0.91095805,-1.16,0.52,2.39,4.94,5.84,15.69
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192378,-42.578355,-71.483609,296181.0,5283016.6,922.00543,1,0,0.971534,-1.31,0.07,1.46,3.18,3.78,4.05
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192379,-42.578642,-71.483037,296228.8,5282986.1,918.71606,1,0,0.9068513,-1.23,-0.11,1.01,2.73,3.63,7.94
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192382,-42.579509,-71.481316,296372.9,5282893.9,943.2373,1,0,0.9689651,-0.93,0.33,2.02,5.91,6.89,6.22
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192383,-42.579795,-71.480745,296420.7,5282863.6,934.84814,1,0,0.9805235,-0.03,2.09,4.11,7.52,9.17,5.81
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192384,-42.580084,-71.480171,296468.7,5282832.9,941.55804,1,0,0.93507516,-1.72,-0.18,1.27,3.33,4.08,5.67
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192385,-42.580370,-71.479600,296516.5,5282802.4,937.6954,1,0,0.9822697,-1.04,0.14,1.42,4.11,5.54,3.27
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192386,-42.580659,-71.479027,296564.5,5282771.8,940.75616,1,0,0.92847586,-1.16,-0.03,1.08,2.8,3.51,5.44
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192387,-42.580946,-71.478455,296612.4,5282741.2,942.37244,1,0,0.95015645,-1.23,0.0,1.23,3.29,4.15,6.54
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192388,-42.581235,-71.477881,296660.4,5282710.6,946.7062,1,0,0.941916,-1.61,0.11,1.94,4.56,5.46,9.70
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192389,-42.581523,-71.477308,296708.3,5282679.9,950.55865,1,0,0.982501,-1.12,0.71,2.95,5.91,6.81,11.55
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192390,-42.581812,-71.476734,296756.4,5282649.2,956.84937,1,0,0.98124623,-1.34,0.33,2.32,6.59,7.63,11.58
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192391,-42.582101,-71.476161,296804.4,5282618.5,964.4594,1,0,0.9428922,-1.57,0.03,1.64,4.04,5.01,13.15
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192392,-42.582390,-71.475587,296852.4,5282587.8,971.8577,1,0,0.94792026,-1.42,0.41,2.47,5.46,6.44,13.08
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192393,-42.582679,-71.475013,296900.5,5282557.0,978.49445,1,0,0.9736311,-0.97,0.71,3.1,6.92,7.9,17.61
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192421,-42.590776,-71.458968,298243.3,5281696.3,1089.5398,1,0,0.9033608,-1.57,-0.11,1.34,3.4,4.15,12.07
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192422,-42.591065,-71.458396,298291.2,5281665.6,1091.9828,1,0,0.9767856,-1.31,0.22,1.83,4.23,4.94,16.05
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192423,-42.591353,-71.457823,298339.1,5281634.9,1092.8805,1,0,0.92548835,-1.46,0.26,2.2,5.61,6.62,18.98
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192424,-42.591642,-71.457251,298387.0,5281604.3,1093.0303,1,0,0.9371366,-2.5,-0.48,1.42,4.04,4.98,18.05
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192425,-42.591929,-71.456679,298434.8,5281573.7,1089.983,1,0,0.95395553,-1.53,0.14,1.94,4.64,5.57,14.21
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192426,-42.592217,-71.456107,298482.7,5281543.1,1089.098,1,0,0.9741901,-1.75,-0.18,1.27,3.18,3.93,10.31
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192427,-42.592505,-71.455535,298530.6,5281512.5,1087.4712,1,0,0.9793119,-2.02,-0.11,1.72,4.23,5.16,7.03
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192428,-42.592792,-71.454963,298578.4,5281481.9,1086.3525,1,0,0.9421933,-1.68,0.0,1.68,3.93,4.79,10.82
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192429,-42.593083,-71.454388,298626.5,5281451.0,1097.4501,1,0,0.9444105,-1.72,0.0,1.72,4.19,5.09,14.90
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192430,-42.593373,-71.453813,298674.6,5281420.2,1107.28,1,0,0.9705725,-1.01,0.14,1.38,3.25,4.15,11.91
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192431,-42.593663,-71.453239,298722.7,5281389.3,1117.3031,1,0,0.90878844,-1.53,-0.14,1.16,3.07,3.7,10.82
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192434,-42.594531,-71.451517,298866.7,5281297.1,1134.1696,1,0,0.93405235,-1.38,-0.14,1.01,2.65,3.29,6.73
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192435,-42.594819,-71.450944,298914.7,5281266.4,1136.9315,1,0,0.95797056,-1.38,0.03,1.49,4.19,5.24,9.33
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192438,-42.595683,-71.449225,299058.5,5281174.5,1142.7041,1,0,0.95537746,8.98,18.16,22.13,26.28,27.41,17.34
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192439,-42.595971,-71.448653,299106.4,5281143.9,1143.845,1,0,0.98151505,14.82,18.64,21.45,24.11,24.82,12.09
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192440,-42.596260,-71.448079,299154.4,5281113.2,1149.1622,1,0,0.9821686,-1.19,0.07,1.42,11.42,13.63,12.72
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192441,-42.596548,-71.447506,299202.4,5281082.5,1151.9983,1,0,0.94380873,-1.38,-0.22,0.89,2.32,2.88,5.79
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192442,-42.596836,-71.446933,299250.3,5281052.0,1152.145,1,0,0.94915324,-1.27,-0.14,0.93,2.47,3.1,6.88
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192443,-42.597125,-71.446360,299298.3,5281021.2,1157.5428,1,0,0.93584216,-1.9,-0.33,1.08,2.95,3.59,8.80
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192444,-42.597410,-71.445789,299346.0,5280990.9,1147.1093,1,0,0.92102677,-1.19,0.89,3.51,7.48,8.65,9.99
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192445,-42.597702,-71.445213,299394.2,5280959.9,1163.4974,1,0,0.922778,-3.07,-0.86,0.86,2.92,3.63,14.64
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192446,-42.597991,-71.444639,299442.2,5280929.1,1171.4666,1,0,0.9521388,-1.49,-0.26,0.86,2.32,2.84,8.64
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192447,-42.598279,-71.444066,299490.1,5280898.5,1172.7516,1,0,0.93344456,-1.27,-0.11,1.01,2.58,3.18,2.30
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192448,-42.598568,-71.443493,299538.1,5280867.8,1175.7644,1,0,0.95213664,-1.31,-0.14,0.97,2.54,3.18,3.99
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192449,-42.598856,-71.442920,299586.0,5280837.1,1178.7028,1,0,0.95409685,-1.34,0.18,1.83,4.11,4.9,4.76
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192450,-42.599145,-71.442347,299634.0,5280806.4,1183.0276,1,0,0.98378587,-1.23,0.11,1.49,3.4,4.19,5.40
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192451,-42.599434,-71.441774,299681.9,5280775.7,1186.4839,1,0,0.9501144,-1.64,-0.29,0.93,2.54,3.18,5.25
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192452,-42.599722,-71.441201,299729.8,5280745.1,1187.3516,1,0,0.9819346,-1.23,-0.03,1.16,2.8,3.44,4.70
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192453,-42.600010,-71.440629,299777.7,5280714.4,1189.4033,1,0,0.9572354,-1.68,-0.11,1.42,3.48,4.26,5.73
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192454,-42.600298,-71.440056,299825.6,5280683.8,1190.6256,1,0,0.95391923,-0.56,1.12,11.38,18.31,19.65,10.86
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192455,-42.600587,-71.439483,299873.5,5280653.1,1193.2114,1,0,0.980863,-0.78,0.59,2.58,5.2,6.32,11.36
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192456,-42.600875,-71.438911,299921.4,5280622.5,1193.9772,1,0,0.9429553,-1.23,-0.14,0.86,2.28,2.99,13.56
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192457,-42.601163,-71.438338,299969.3,5280591.8,1195.4926,1,0,0.92850447,-0.03,4.68,14.49,20.52,22.05,13.58
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192458,-42.601451,-71.437766,300017.2,5280561.2,1196.6686,1,0,0.932816,1.49,14.52,19.58,23.32,24.19,11.44
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192459,-42.601739,-71.437194,300065.1,5280530.5,1197.6743,1,0,0.9667381,11.53,16.73,19.95,22.87,23.62,9.41
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192460,-42.602027,-71.436622,300112.9,5280499.9,1195.752,1,0,0.98080486,14.19,18.53,20.93,23.1,23.81,10.63
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192461,-42.602314,-71.436051,300160.7,5280469.4,1191.8684,1,0,0.9534878,1.23,11.49,16.47,19.8,20.74,19.28
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192462,-42.602601,-71.435480,300208.4,5280438.9,1184.437,1,0,0.95032185,-1.23,-0.18,0.74,2.09,2.62,18.34
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192463,-42.602889,-71.434908,300256.2,5280408.3,1185.5396,1,0,0.98298085,-0.86,0.52,2.5,5.46,6.47,6.14
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192464,-42.603177,-71.434335,300304.1,5280377.6,1187.1481,1,0,0.9470081,-1.16,0.0,1.16,3.7,4.71,5.05
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192465,-42.603467,-71.433762,300352.1,5280346.8,1192.741,1,0,0.98177034,-1.08,0.59,2.35,4.68,5.5,5.37
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192466,-42.603756,-71.433189,300400.0,5280316.1,1196.9521,1,0,0.98816836,-1.64,0.0,1.68,4.04,4.94,6.06
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192467,-42.604045,-71.432616,300448.0,5280285.3,1202.1934,1,0,0.9517422,-1.79,-0.37,0.89,2.5,3.1,2.66
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192468,-42.604333,-71.432044,300495.8,5280254.7,1200.112,1,0,0.95660657,-1.49,-0.07,1.27,3.14,3.81,4.10
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192469,-42.604621,-71.431472,300543.7,5280224.0,1202.4353,1,0,0.9484539,-0.52,1.31,8.38,12.5,13.63,11.13
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192470,-42.604909,-71.430901,300591.4,5280193.4,1198.3447,1,0,0.9632688,8.91,15.76,18.49,21.04,21.9,19.23
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192471,-42.605195,-71.430331,300639.1,5280163.0,1188.594,1,0,0.98498964,-0.33,2.54,12.69,19.13,20.25,19.71
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0101,356600500400192472,-42.605482,-71.429760,300686.8,5280132.5,1183.2147,1,0,0.9577834,-1.16,-0.07,0.97,2.92,4.41,6.96
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033474,-42.578091,-71.497651,295027.7,5283012.0,922.24335,1,0,0.9719034,-1.23,0.26,1.9,4.11,4.86,11.39
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033475,-42.578379,-71.497078,295075.6,5282981.4,923.8571,1,0,0.9283169,-1.42,-0.11,1.16,3.29,4.38,9.73
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033476,-42.578667,-71.496506,295123.5,5282950.8,921.0105,1,0,0.970648,-0.82,0.93,3.03,5.87,6.77,14.94
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033477,-42.578954,-71.495935,295171.3,5282920.3,915.3991,1,0,0.949068,-1.38,0.48,2.73,6.81,8.61,17.05
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033478,-42.579240,-71.495365,295219.0,5282890.0,904.2229,1,0,0.92542505,-1.87,-0.14,1.57,4.15,5.16,15.19
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033479,-42.579527,-71.494795,295266.8,5282859.5,897.6555,1,0,0.9650439,-1.12,0.18,1.61,4.0,4.79,10.85
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033504,-42.586763,-71.480446,296467.9,5282090.5,1096.1028,1,0,0.9688786,-1.42,-0.07,1.19,3.22,4.04,8.75
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033505,-42.587052,-71.479872,296515.9,5282059.8,1103.9536,1,0,0.92370427,-1.12,0.22,1.76,4.08,4.86,8.13
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033506,-42.587340,-71.479298,296563.9,5282029.1,1108.9713,1,0,0.9716505,-0.93,0.03,1.08,2.92,3.66,6.38
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033507,-42.587629,-71.478725,296612.0,5281998.4,1115.8303,1,0,0.94146067,-1.38,-0.14,1.01,2.73,3.44,6.90
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033508,-42.587918,-71.478151,296660.0,5281967.7,1122.9486,1,0,0.9544461,-1.53,-0.29,0.86,2.47,3.14,5.71
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033509,-42.588207,-71.477577,296708.0,5281937.1,1127.5768,1,0,0.9797784,-1.31,0.0,1.31,3.29,4.04,6.38
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033510,-42.588495,-71.477004,296756.0,5281906.4,1132.3148,1,0,0.958221,-1.38,-0.18,0.93,2.5,3.1,2.29
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033511,-42.588783,-71.476431,296803.9,5281875.9,1133.0135,1,0,0.9535229,-1.49,-0.14,1.08,2.8,3.44,3.55
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033512,-42.589070,-71.475859,296851.8,5281845.3,1132.0166,1,0,0.9813837,-1.19,0.03,1.27,2.95,3.66,4.54
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033513,-42.589358,-71.475286,296899.7,5281814.7,1136.5184,1,0,0.9361445,-1.34,-0.11,1.04,2.69,3.33,6.52
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033533,-42.595121,-71.463844,297857.3,5281202.1,1130.5529,1,0,0.91087604,-1.64,-0.33,0.86,2.32,2.84,4.80
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033534,-42.595411,-71.463271,297905.2,5281171.4,1134.8741,1,0,0.9112744,-1.46,-0.14,1.12,2.92,3.59,5.12
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033536,-42.595990,-71.462124,298001.2,5281109.8,1144.5454,1,0,0.9366983,-1.49,-0.26,0.86,2.35,2.92,3.95
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033537,-42.596279,-71.461551,298049.1,5281079.0,1147.8496,1,0,0.9437988,-1.42,-0.18,0.97,2.58,3.22,4.62
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033538,-42.596569,-71.460978,298097.1,5281048.3,1152.4521,1,0,0.95107496,-1.34,-0.11,1.12,2.99,3.78,5.88
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033539,-42.596858,-71.460405,298145.1,5281017.5,1158.1644,1,0,0.9531731,-1.34,-0.18,0.89,2.43,3.07,8.51
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033540,-42.597146,-71.459833,298192.9,5280986.9,1153.6199,1,0,0.9550855,-2.09,-0.22,1.57,3.96,4.86,14.36
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033541,-42.597432,-71.459264,298240.5,5280956.5,1142.3772,1,0,0.9593925,-1.79,-0.22,1.27,3.29,4.0,11.40
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033542,-42.597718,-71.458693,298288.2,5280926.0,1134.0109,1,0,0.95839787,-1.53,-0.26,0.89,2.5,3.18,8.07
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033543,-42.598005,-71.458122,298336.0,5280895.5,1128.137,1,0,0.91292566,-1.04,0.07,1.23,3.18,3.89,7.04
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033544,-42.598294,-71.457550,298383.9,5280864.8,1129.9478,1,0,0.9067431,-1.72,-0.29,0.97,2.73,3.4,7.16
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033545,-42.598582,-71.456977,298431.8,5280834.2,1128.73,1,0,0.9319825,-1.64,-0.26,1.04,2.73,3.37,6.53
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033546,-42.598869,-71.456406,298479.6,5280803.7,1123.2042,1,0,0.9179238,-1.08,0.03,1.23,3.52,4.49,6.05
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033547,-42.599157,-71.455833,298527.6,5280773.0,1127.2875,1,0,0.94385344,-2.28,-0.59,0.82,2.54,3.22,6.14
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033548,-42.599447,-71.455259,298575.6,5280742.3,1133.818,1,0,0.9398078,-1.34,0.11,1.61,3.55,4.19,5.54
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033550,-42.600024,-71.454113,298671.5,5280680.9,1139.1755,1,0,0.976315,-1.27,-0.07,1.01,2.47,3.14,5.47
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033551,-42.600313,-71.453539,298719.5,5280650.2,1144.8953,1,0,0.9580237,-1.34,-0.11,1.08,2.8,3.48,5.64
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033552,-42.600602,-71.452965,298767.5,5280619.5,1148.6868,1,0,0.9512708,-1.42,-0.11,1.16,2.88,3.52,5.10
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033553,-42.600891,-71.452391,298815.5,5280588.7,1155.0974,1,0,0.9555804,-1.42,-0.14,1.04,2.77,3.48,11.23
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033554,-42.601182,-71.451815,298863.7,5280557.8,1170.1261,1,0,0.9547553,-2.47,-0.29,1.76,5.42,6.74,18.61
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033555,-42.601474,-71.451238,298912.0,5280526.7,1190.9089,1,0,0.9222683,-1.46,-0.14,1.08,2.92,3.7,19.21
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033556,-42.602340,-71.449517,299055.9,5280434.7,1203.8707,1,0,0.9624029,11.08,14.82,17.0,19.43,20.33,9.92
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033557,-42.602625,-71.448948,299103.6,5280404.4,1191.225,1,0,0.9824655,11.15,19.92,24.41,27.41,28.34,10.01
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033558,-42.602910,-71.448378,299151.3,5280374.0,1179.6216,1,0,0.98692,7.26,26.58,32.16,35.57,36.54,19.38
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033561,-42.603768,-71.446666,299294.5,5280282.9,1154.6023,1,0,0.9674563,1.04,15.05,19.62,23.81,25.16,17.81
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033562,-42.604055,-71.446093,299342.3,5280252.3,1153.1215,1,0,0.98481065,11.64,18.08,22.09,25.01,25.8,13.06
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033563,-42.604344,-71.445520,299390.4,5280221.6,1159.222,1,0,0.9836534,15.61,19.47,22.01,25.12,26.28,16.78
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033564,-42.604634,-71.444945,299438.4,5280190.7,1169.6274,1,0,0.9811549,8.08,18.12,20.89,23.4,24.11,17.71
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033565,-42.604923,-71.444371,299486.4,5280160.0,1175.3643,1,0,0.9675897,7.75,14.6,18.79,22.39,23.47,16.25
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033566,-42.605210,-71.443799,299534.3,5280129.5,1172.8451,1,0,0.9603593,8.46,15.61,19.09,22.09,23.03,14.84
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033567,-42.605497,-71.443227,299582.1,5280098.9,1169.8438,1,0,0.98541147,13.33,17.37,19.88,22.73,23.59,11.43
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033568,-42.605785,-71.442655,299629.9,5280068.4,1167.6556,1,0,0.96602255,6.4,13.36,17.86,21.98,23.62,10.90
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033569,-42.606072,-71.442084,299677.7,5280037.9,1163.917,1,0,0.9553771,1.04,13.63,18.57,23.36,24.49,12.84
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033570,-42.606360,-71.441511,299725.6,5280007.2,1165.688,1,0,0.96701574,-1.42,-0.22,0.86,2.28,2.84,11.00
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033571,-42.606647,-71.440939,299773.5,5279976.7,1163.3522,1,0,0.9833017,-1.38,0.0,1.34,3.18,3.89,15.83
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033572,-42.606935,-71.440367,299821.4,5279946.0,1164.2448,1,0,0.9591386,-1.31,-0.03,1.23,3.03,3.74,16.69
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033573,-42.607224,-71.439794,299869.3,5279915.3,1167.8944,1,0,0.9591142,-1.34,-0.14,1.01,2.58,3.18,12.92
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033574,-42.607512,-71.439222,299917.2,5279884.7,1167.4188,1,0,0.9552146,-1.19,0.07,1.42,3.63,4.49,7.42
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033575,-42.607801,-71.438649,299965.1,5279854.0,1171.4333,1,0,0.9578907,-1.94,-0.37,1.01,2.92,3.63,9.29
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033576,-42.608088,-71.438076,300012.9,5279823.4,1170.5927,1,0,0.93665624,-1.23,-0.03,1.16,3.4,4.68,8.77
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033577,-42.608376,-71.437504,300060.8,5279792.8,1169.7189,1,0,0.953125,-1.19,-0.18,0.74,2.02,2.5,6.77
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033578,-42.608664,-71.436932,300108.6,5279762.1,1169.2699,1,0,0.9547218,-1.16,-0.18,0.74,2.02,2.5,6.22
GEDI02_A_2025089042733_O35660_04_T01966_02_004_02_V003.h5,BEAM0110,356600600401033579,-42.608952,-71.436360,300156.5,5279731.5,1169.5897,1,0,0.94895524,-1.23,-0.11,0.93,2.54,3.25,9.69
